pair_id,ticker_y,ticker_x,pvalue,tstat,discovery_half_life,n_is_bars,is_end,eligible,pool,rank
HEI|HEI.A,HEI,HEI.A,0.0004156281829174929,-4.776173247364017,15.600349569705383,5962,2021-12-31,True,heico,1
NWS|NWSA,NWS,NWSA,0.008504441769551493,-3.948056041712026,12.148160042265284,2151,2021-12-31,True,news_corp,2
WSO.B|WSO,WSO.B,WSO,0.014476267778930723,-3.778514964455375,6.115537401409593,8064,2021-12-31,True,watsco,3
