rebalance_date,effective_date,pair_id,pool,pvalue,rank
2018-03-29,2018-04-02,ADC|NNN,net_lease,0.02245511048210845,2
2018-03-29,2018-04-02,ADC|WPC,net_lease,0.04277122251849188,3
2018-06-29,2018-07-02,TRNO|EGP,industrial,0.007921170945504874,1
2018-06-29,2018-07-02,PLD|TRNO,industrial,0.011915385308357031,2
2018-06-29,2018-07-02,SBRA|OHI,healthcare,0.02249862045531324,3
2018-06-29,2018-07-02,AMT|CCI,towers,0.03042326243982497,4
2018-06-29,2018-07-02,CPT|MAA,apartments,0.033132421871319505,5
2018-09-28,2018-10-01,PLD|EGP,industrial,0.003784983739481375,1
2018-09-28,2018-10-01,PLD|STAG,industrial,0.005701043712583738,2
2018-09-28,2018-10-01,MAA|CPT,apartments,0.02402511974198936,3
2018-09-28,2018-10-01,AMT|CCI,towers,0.027979628789299365,4
2018-09-28,2018-10-01,OHI|SBRA,healthcare,0.03980719165106694,5
2018-12-31,2019-01-02,CPT|MAA,apartments,0.0014544476565003497,1
2018-12-31,2019-01-02,VTR|CTRE,healthcare,0.0025409946832112428,2
2018-12-31,2019-01-02,PLD|STAG,industrial,0.027842891608180976,3
2018-12-31,2019-01-02,PSA|CUBE,self_storage,0.03914799568043599,4
2019-03-29,2019-04-01,CPT|MAA,apartments,0.04342910706518716,1
2019-06-28,2019-07-01,NNN|ADC,net_lease,0.004043836770374487,1
2019-06-28,2019-07-01,SBRA|OHI,healthcare,0.005456206640756914,2
2019-06-28,2019-07-01,NNN|O,net_lease,0.005927699992283734,3
2019-09-30,2019-10-01,AMT|CCI,towers,0.002828460118851042,1
2019-09-30,2019-10-01,TRNO|PLD,industrial,0.008682272908662114,2
2019-09-30,2019-10-01,NNN|O,net_lease,0.011780336379590015,3
2019-09-30,2019-10-01,CUBE|PSA,self_storage,0.012827988542186447,4
2019-09-30,2019-10-01,O|ADC,net_lease,0.02602664271672292,5
2019-09-30,2019-10-01,EGP|FR,industrial,0.040324082916393236,6
2019-12-31,2020-01-02,PLD|TRNO,industrial,0.00013015713819437242,1
2019-12-31,2020-01-02,FR|EGP,industrial,0.0020706442279579693,2
2019-12-31,2020-01-02,CUBE|PSA,self_storage,0.0023701034707898135,3
2019-12-31,2020-01-02,CCI|AMT,towers,0.004227983175225326,4
2019-12-31,2020-01-02,CTRE|OHI,healthcare,0.015915717398137682,5
2019-12-31,2020-01-02,NNN|WPC,net_lease,0.01901472410632506,6
2020-03-31,2020-04-01,UDR|CPT,apartments,1.4719961941695818e-05,1
2020-03-31,2020-04-01,CCI|AMT,towers,0.008492504467423912,2
2020-03-31,2020-04-01,FR|EGP,industrial,0.01055350725496586,3
2020-06-30,2020-07-01,EXR|CUBE,self_storage,0.0028931893481916465,1
2020-06-30,2020-07-01,CTRE|VTR,healthcare,0.016444467773818913,2
2020-06-30,2020-07-01,AMT|CCI,towers,0.02832946510434301,3
2020-06-30,2020-07-01,ADC|O,net_lease,0.035321986964370194,4
2020-06-30,2020-07-01,O|EPRT,net_lease,0.03917392695901064,5
2020-09-30,2020-10-01,FR|STAG,industrial,0.0016280294611140944,1
2020-09-30,2020-10-01,ADC|WPC,net_lease,0.0016489728919933573,2
2020-09-30,2020-10-01,ADC|O,net_lease,0.00314449606758781,3
2020-09-30,2020-10-01,EXR|CUBE,self_storage,0.0061671111459671545,4
2020-09-30,2020-10-01,OHI|WELL,healthcare,0.007775607496523371,5
2020-09-30,2020-10-01,CTRE|VTR,healthcare,0.01934840072097473,6
2020-12-31,2021-01-04,ADC|WPC,net_lease,0.00014366628784076292,1
2020-12-31,2021-01-04,ADC|O,net_lease,0.0003177824406967199,2
2020-12-31,2021-01-04,FR|STAG,industrial,0.0024598296420376255,3
2020-12-31,2021-01-04,EXR|CUBE,self_storage,0.004791606880596455,4
2020-12-31,2021-01-04,TRNO|EGP,industrial,0.013217934887092985,5
2020-12-31,2021-01-04,ESS|UDR,apartments,0.023063353890596407,6
2021-03-31,2021-04-01,ADC|WPC,net_lease,8.584259745092353e-08,1
2021-03-31,2021-04-01,CCI|AMT,towers,0.0014724378596024307,2
2021-03-31,2021-04-01,CCI|SBAC,towers,0.003377862555677371,3
2021-03-31,2021-04-01,WPC|O,net_lease,0.004426669128956377,4
2021-03-31,2021-04-01,PLD|TRNO,industrial,0.004444895607395173,5
2021-03-31,2021-04-01,PLD|EGP,industrial,0.004488438569614463,6
2021-06-30,2021-07-01,ADC|WPC,net_lease,8.798337811265309e-06,1
2021-06-30,2021-07-01,ADC|O,net_lease,1.5265322214203124e-05,2
2021-06-30,2021-07-01,OHI|SBRA,healthcare,0.00010153727894431877,3
2021-06-30,2021-07-01,SBRA|CTRE,healthcare,0.007235051369719422,4
2021-06-30,2021-07-01,TRNO|FR,industrial,0.013159616945663373,5
2021-06-30,2021-07-01,ESS|UDR,apartments,0.02005680844269676,6
2021-09-30,2021-10-01,EGP|PLD,industrial,0.0021618399226627436,1
2021-09-30,2021-10-01,ADC|WPC,net_lease,0.0062896403175042295,2
2021-09-30,2021-10-01,EGP|STAG,industrial,0.00960483790942308,3
2021-09-30,2021-10-01,SBRA|OHI,healthcare,0.01057766463898019,4
2021-09-30,2021-10-01,WPC|O,net_lease,0.015355994554876925,5
2021-09-30,2021-10-01,ESS|UDR,apartments,0.028914468788537977,6
2021-12-31,2022-01-03,PLD|EGP,industrial,0.02375430321114743,1
2021-12-31,2022-01-03,O|WPC,net_lease,0.024269643408614507,2
2021-12-31,2022-01-03,NNN|ADC,net_lease,0.03515332739401397,3
2021-12-31,2022-01-03,MAA|CPT,apartments,0.04026417863116422,4
2022-03-31,2022-04-01,FR|EGP,industrial,0.0020761404667332126,1
2022-03-31,2022-04-01,O|WPC,net_lease,0.009242460577554483,2
2022-03-31,2022-04-01,NNN|ADC,net_lease,0.01665612144274572,3
2022-03-31,2022-04-01,ESS|CPT,apartments,0.02449784571064781,4
2022-03-31,2022-04-01,UDR|MAA,apartments,0.04736040855298049,5
2022-06-30,2022-07-01,FR|EGP,industrial,0.009034960299450938,1
2022-06-30,2022-07-01,WPC|EPRT,net_lease,0.013340179730448196,2
2022-06-30,2022-07-01,O|ADC,net_lease,0.02077339915274326,3
2022-06-30,2022-07-01,FR|TRNO,industrial,0.02668517454054279,4
2022-09-30,2022-10-03,UDR|MAA,apartments,0.01445927130479855,1
2022-09-30,2022-10-03,UDR|CPT,apartments,0.017572534007391533,2
2022-09-30,2022-10-03,TRNO|FR,industrial,0.02774069730868393,3
2022-09-30,2022-10-03,OHI|WELL,healthcare,0.048727578278555554,4
2022-09-30,2022-10-03,NNN|O,net_lease,0.0491638514394188,5
2022-12-30,2023-01-03,TRNO|FR,industrial,0.0005600232214752718,1
2022-12-30,2023-01-03,UDR|CPT,apartments,0.013410280254874759,2
2022-12-30,2023-01-03,TRNO|PLD,industrial,0.013997101894658753,3
2022-12-30,2023-01-03,CUBE|PSA,self_storage,0.02429798515757908,4
2022-12-30,2023-01-03,CTRE|VTR,healthcare,0.037887606258589585,5
2022-12-30,2023-01-03,CTRE|WELL,healthcare,0.044259513637605975,6
2023-03-31,2023-04-03,FR|TRNO,industrial,0.0015974082114325432,1
2023-06-30,2023-07-03,O|ADC,net_lease,0.025373881052657636,1
2023-06-30,2023-07-03,PSA|EXR,self_storage,0.03574774697103905,2
2023-06-30,2023-07-03,CTRE|VTR,healthcare,0.036409114037095944,3
2023-09-29,2023-10-02,ADC|O,net_lease,0.0010527972679514562,1
2023-09-29,2023-10-02,PSA|EXR,self_storage,0.002950411331194724,2
2023-09-29,2023-10-02,NNN|ADC,net_lease,0.004935050722284935,3
2023-09-29,2023-10-02,CTRE|WELL,healthcare,0.01587952859246289,4
2023-12-29,2024-01-02,PSA|EXR,self_storage,0.0016726843401074932,1
2023-12-29,2024-01-02,ADC|O,net_lease,0.0017305958610754262,2
2023-12-29,2024-01-02,PSA|CUBE,self_storage,0.008840850955907031,3
2023-12-29,2024-01-02,EGP|STAG,industrial,0.02221495583178049,4
2024-03-28,2024-04-01,ADC|O,net_lease,0.0007966463905498064,1
2024-03-28,2024-04-01,EXR|CUBE,self_storage,0.0019806263877742325,2
2024-03-28,2024-04-01,WPC|ADC,net_lease,0.003736934868762568,3
2024-03-28,2024-04-01,WELL|CTRE,healthcare,0.006765502053232992,4
2024-03-28,2024-04-01,PSA|EXR,self_storage,0.007761212579875308,5
2024-03-28,2024-04-01,EGP|STAG,industrial,0.011293638362588553,6
2024-06-28,2024-07-01,EGP|PLD,industrial,0.008818249066947722,1
2024-06-28,2024-07-01,UDR|CPT,apartments,0.017275525169116512,2
2024-06-28,2024-07-01,TRNO|PLD,industrial,0.026938588284948904,3
2024-09-30,2024-10-01,CTRE|WELL,healthcare,0.003001310357290102,1
2024-09-30,2024-10-01,ESS|CPT,apartments,0.018240380667389342,2
2024-09-30,2024-10-01,ESS|UDR,apartments,0.019130729930202477,3
2024-09-30,2024-10-01,STAG|FR,industrial,0.019575865381861346,4
2024-09-30,2024-10-01,STAG|TRNO,industrial,0.020925694888613212,5
2024-12-31,2025-01-02,CPT|ESS,apartments,0.007555122546709748,1
2024-12-31,2025-01-02,UDR|MAA,apartments,0.03329335338815462,2
2024-12-31,2025-01-02,SBRA|OHI,healthcare,0.04727985715535522,3
2025-03-31,2025-04-01,EPRT|ADC,net_lease,0.01119757282701552,1
2025-03-31,2025-04-01,ESS|CPT,apartments,0.0133223804864601,2
2025-03-31,2025-04-01,OHI|SBRA,healthcare,0.029731370427276606,3
2025-03-31,2025-04-01,PLD|EGP,industrial,0.035234789805799395,4
2025-03-31,2025-04-01,ESS|UDR,apartments,0.036897232087066266,5
2025-06-30,2025-07-01,ESS|CPT,apartments,0.015755557092257864,1
2025-06-30,2025-07-01,ESS|UDR,apartments,0.01735128660924933,2
2025-06-30,2025-07-01,EPRT|ADC,net_lease,0.022136169389562296,3
2025-06-30,2025-07-01,ADC|NNN,net_lease,0.02684363922065242,4
2025-06-30,2025-07-01,SBRA|CTRE,healthcare,0.03969019039110689,5
2025-09-30,2025-10-01,SBRA|CTRE,healthcare,0.002493302786410891,1
2025-09-30,2025-10-01,EPRT|WPC,net_lease,0.0034518900873054268,2
2025-09-30,2025-10-01,ESS|CPT,apartments,0.0074115855463689154,3
2025-09-30,2025-10-01,ESS|UDR,apartments,0.04922176207477725,4
2025-12-31,2026-01-02,O|WPC,net_lease,0.0033901052324435037,1
2025-12-31,2026-01-02,EPRT|WPC,net_lease,0.005850070607095444,2
2025-12-31,2026-01-02,WELL|CTRE,healthcare,0.023891015059009087,3
2025-12-31,2026-01-02,UDR|MAA,apartments,0.027469940884651056,4
2025-12-31,2026-01-02,ESS|UDR,apartments,0.03672840839817111,5
2026-03-31,2026-04-01,FR|PLD,industrial,0.0002131900163073625,1
2026-03-31,2026-04-01,TRNO|EGP,industrial,0.00028881453305448643,2
2026-03-31,2026-04-01,CTRE|OHI,healthcare,0.004921258012161242,3
2026-03-31,2026-04-01,ESS|MAA,apartments,0.022516189986839574,4
2026-03-31,2026-04-01,EPRT|ADC,net_lease,0.0402135926637317,5
2026-06-30,2026-07-01,FR|PLD,industrial,0.0035751182738028974,1
2026-06-30,2026-07-01,TRNO|PLD,industrial,0.004052865069572615,2
2026-06-30,2026-07-01,OHI|CTRE,healthcare,0.0055307133120837465,3
2026-06-30,2026-07-01,EPRT|ADC,net_lease,0.036909564443931064,4
2026-06-30,2026-07-01,CTRE|VTR,healthcare,0.0465462767184723,5
